ID,last_reviewed,product,description,url,image,image_name,image_permission_granted,contacted,image_contact,Category,codebook_category,codebook_sub_category,compatible_OS,target_demographic,coding_language,company,cost_low,cost_high,classroom_kit_cost,amazon_url,msrp,title_image,action_image,available,curricula,notes,entered into db,reviewed
37,4/2/2020,Codeybot,"A customizable robot that teaches coding, dances, flashes a ""led laser"", changes led display, and dances.  It self balances on wheels, makes silly voices, and connects to wifi to play music.  It can be controlled by voice commands, the mBlockly app, and tilt control (tilting your smart device).",https://www.kickstarter.com/projects/makeblock/codeybot-new-robot-who-teaches-coding,,,,,,,Hardware,Robotics,iOS,K-2; 3-5; 6-8,Proprietary Blocks,Makeblock,$130.00,$150.00,,,,Codeybot-title.jpeg,Codeybot-action.jpeg,TRUE,,,,KD 
38,4/2/2020,Codie,"Visual programming robot.  Sensors and interaction: Microphone, gyroscope, accelerometer, ultrasonic distance sensor, encoder, line follower, 12 RGB LED's, speaker.  Currently not accepting pre-orders.  When they do, it is currently only available to European buyers.",https://techcrunch.com/2015/12/08/codie-is-a-fast-rolling-robot-toy-that-teaches-kids-progamming-concepts/,,,,,,,Hardware,Robotics,"iOS, Android",K-2; 3-5; 6-8,Proprietary Blocks,codielabs,$216.00,$216.00,,,,Codie-title.png,Codie-action.jpg,TRUE,,,FALSE,KD
404,3/26/2021,Coding Concepts for Kids,"Description from Amazon:
Coding helps kids develop analytical thinking, problem-solving abilities, and beyond! In this exciting guide to coding for kids, your child will discover the core concepts of coding through colorful games and activities―without using a computer.

These fun challenges can be done right inside the book or with everyday objects to help kids practice the same skills coders use, like writing clear instructions, recognizing patterns, and working efficiently.",https://www.amazon.com/dp/1647392357/ref=sspa_dk_detail_1?psc=1&pd_rd_i=1647392357&pd_rd_w=Z6zb5&pf_rd_p=4269e1a0-a218-4fbd-9748-1cd337d2f2a5&pd_rd_wg=lPtTD&pf_rd_r=R5WAA12SVQE6QT8EGZX6&pd_rd_r=b2253007-4d29-4d7e-abf5-f8aacbc6d136&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUE4NVhSOUlWSkZMM0ImZW5jcnlwdGVkSWQ9QTA2ODUzNzYyMEgxWFpOMlpQR0lRJmVuY3J5cHRlZEFkSWQ9QTAwNTY4MDUxUldaS0UzMFU3QUNZJndpZGdldE5hbWU9c3BfZGV0YWlsJmFjdGlvbj1jbGlja1JlZGlyZWN0JmRvTm90TG9nQ2xpY2s9dHJ1ZQ==,,,,,,,Unplugged,Book,N/A,Pre-K; K-2,N/A,N/A ,$8.00,$8.00,,,,Coding_Concepts_for_kids-title.jpg,Coding_concepts_for_kids-action.png,TRUE,,,FALSE,KD 
225,4/6/2020,Coding Critters,"These playful puppy pets bring early STEM concepts to preschool learning through 100% screen-free coding. Ranger comes with a full-color code-along storybook packed with multiple coding adventures! Ranger's 22-piece coding playset includes a house, slide, tennis ball launcher, and more! When you're not coding, turn on Play Mode to pet, feed, and take care of Ranger just like a real pet! (Cat Version Available)",https://www.amazon.com/Learning-Resources-Coding-Critters-Interactive/dp/B07P5P3V5G/ref=sr_1_26?dchild=1&keywords=coding+for+kids&qid=1586209399&sr=8-26,https://www.learningresources.com/coding-critters-bopper-hip-hop,Coding_Critters.jpg,Yes (5/6/2020),Yes,EW 5/5/2020,,Hardware,Robotics,On-board Interface,Pre-K; K-2; 3-5; 6-8,N/A,Learning Resources,$25.00,$25.00,,https://www.amazon.com/Learning-Resources-Coding-Critters-Interactive/dp/B07P5P3V5G/ref=sr_1_5?dchild=1&keywords=coding+critters&qid=1588797199&sr=8-5,,Coding_Critters-title.jpeg,Coding_Critters-action.png,TRUE,,,FALSE,KD 
158,3/23/2020,Coding Robot UARO,"It is an innovative product combined of the first touching coding program in Korea and the robot and is the educational item in a new concept that helps children to comprehensively develop intelligence for creativity, logic, thinking power and understanding while they program codes for robot behaviors they want and make robot shapes they want by themselves.",http://www.roboroboglobal.com/,http://www.uaroedu.com/en/,Coding_Robot_UARO.jpg,,,,,Hardware,Robotics,On-board Interface,Pre-K; K-2; 3-5; 6-8 ,Rogic,Roborobo,$33.00,$66.00,,,,Coding_Robot_UARO-title.jpg,Coding_Robot_UARO-action.jpg,TRUE,,Sold on Amazon,FALSE,KD 
39,3/20/2020,Coding with Chrome,"Coding with Chrome is a project to provide an easy-to-use educational coding environment (IDE) within the Chrome browser that even works offline. Currently, users are able to create programs using Blockly, Coffeescript, HTML, Javascript and Python with output to Logo Turtle and/or connected toys such as the Sphero, SPRK+, mBot and Lego Mindstorms, and more recently the AIY machine learning kits.",https://chrome.google.com/webstore/detail/coding-with-chrome/becloognjehhioodmnimnehjcibkloed?hl=en,,,,,,,Software,General Environment,Chrome,6-8; 9-12 ,"Proprietary Blocks, HTML, Javascript, Python, Logo, Coffeescript",Coding with Chrome Team (Google),$0.00,$0.00,,,,coding_with_chrome-title.png,coding_with_chrome-action.png,TRUE,,,FALSE,KD 
40,3/20/2020,CodinGame,An online platform to learn to code through playing and creating a game.,https://www.codingame.com/start,,,,,,,Software,Learning Game,"Windows, Mac, ChromeOS",6-8; 9-12 ,"C,  C#, C++, Objective-C, Dart, Groovy, Clojure, Perl, Haskell, Go, PHP, Bash, Lua, VB.net, F#, OCaml, Pascal, Java, Python, Kotlin, Scala, Javascript, Swift, Ruby, Rust,",CodinGame,$0.00,$0.00,,,,CodinGame-title.jpeg,CodinGame-action.jpeg,TRUE,,,FALSE,KD 
41,3/20/2020,CodingFarmers,"""Board game that teaches kids the concepts of programming and introduces them to Java programming. ...  By playing the game several times, kids learn to connect their actions with written code. They become programming literate all while having a blast - rolling a dice, maneuvering around obstacles and chatting with their friends and family.""",http://www.mathandcoding.org/codingfarmers.html,,,,,,,Unplugged,Game,N/A,K-2; 3-5,Boardgame,MathAndCoding,$30.00,$30.00,,,,coding_farmers-title.jpg,coding_farmers-action.jpg,TRUE,,,FALSE,KD 
,,CodingPet Milky,Small mouse-like robot that can be programmed by reading the program off of a mobile screen or a physical mat.,https://www.amazon.com/TOYTRON-Programming-Education-Developing-Critical/dp/B08SGCSP9M/ref=pd_di_sccai_2/143-6878687-8362037?pd_rd_w=Wsa7n&pf_rd_p=c9443270-b914-4430-a90b-72e3e7e784e0&pf_rd_r=Z80QBQF5ZBC2VSGNA3ZY&pd_rd_r=d70e1fb1-8500-4610-8d99-ea0e710470f0&pd_rd_wg=m8p7n&pd_rd_i=B08SGCSP9M&psc=1,,,,,,,Hardware,Robotics,"iOS, Android",K-2; 3-5; 6-8 ,Proprietary Blocks,TOYTRON,$70.00,$70.00,,,,CodingPet_Milky-title.jpeg,CodingPet_Milky-action.jpeg,TRUE,,,FALSE,KD 
269,4/21/2020,CoDrone,CoDrone is for anyone who wants to learn how to code. The kit comes with all the parts you need to build a programmable controller and drone. It includes step-by-step tutorials to get you coding in no time.,https://shop.robolink.com/collections/frontpage/products/codrone,https://ozrobotics.com/shop/codrone-lite-for-audiences-who-want-a-simple-intro-to-programming/,CoDrone.jpg,,,,,Hardware,Robotics,"Windows, Mac",3-5; 6-8; 9-12,"Arduino, Python",Robolink,$145.00,$180.00,,https://www.amazon.com/Robolink-CoDrone-Pro-Programmable-Educational/dp/B01K3VCN64/ref=dp_ob_title_def,,coDrone-title.jpg,CoDrone-action.jpg,TRUE,,,FALSE,KD 
362,8/18/2020,CoDrone mini,"The CoDrone Mini is a miniature programmable drone. Fly it around and make it do acrobatics with the remote, with block coding using Blockly for CoDrone, or with text-based coding using Python.",https://www.robolink.com/codrone-mini/,,,,,,,Hardware,Robotics,"Windows, Mac",3-5; 6-8 ,"Arduino, Python",Robolink,$90.00,$90.00,,,,coDrone_mini-title.jpeg,coDrone_mini-action.jpg,TRUE,,,FALSE,KD 
361,8/18/2020,CoDrone Pro,"The CoDrone Pro does everything the CoDrone Lite does, but it also comes with an Arduino-compatible buildable remote. The CoDrone is a tiny quadcopter drone you can easily program to do whatever you want: follow you, engage in laser battles, go through a maze and more. Whether you are brand new to drones and coding or you’re a longtime drone lover, you will have a blast with the CoDrone.",https://www.robolink.com/codrone/#,,,,,,,Hardware,Robotics,"Windows, Mac",3-5; 6-8; 9-12,"Arduino, Python",Robolink,$180.00,$180.00,,,,coDrone_pro-title.jpg,coDrone_pro-action.jpg,TRUE,,,FALSE,KD 
314,6/30/2020,CodyRoby Card Game,"CodyRoby is the new method to play with unplugged coding games at any age. Download your free CodyRoby starter kit and make a perfect gift in a few minutes (watch the video tutorial). The kit includes 40 cody cards, a cody-card box, a chess board, 5 Roby pieces, and 24 tiles.",http://www.codeweek.it/codyroby/,http://www.codeweek.it/codyroby/,Cody_Roby.png,,,,Unplugged ,Unplugged,Game,N/A,K-2; 6-8; 9-12,Cards,N/A ,$0.00,$0.00,,,,Cody_Roby-title.jpeg,Cody_Roby-action.png,TRUE,,,FALSE,KD 
,,Colobot ,COLOBOT combines both a real time game of strategy and an initiation to programming. You are at the head of a space expedition and you are assisted only by some robots. Your mission consists in successive attempts at the exploration and colonization of various planets.,http://ceebot.com/colobot/index-e.php,,,,,,,Software,Learning Game,Windows ,3-5; 6-8; 9-12,"C ++, Javascript ",Epsitec SA,$0.00,$0.00,,,,Colobot-title.jpeg,Colobot-action.jpeg,TRUE,,,FALSE,KD
42,3/20/2020,Computational Thinking Illustrations,Comic like illustrations that display computational thinking concepts. Below each illustration there is a description of what concepts it is conveying.,http://www.ctillustrated.com/,,,,,,,Unplugged,"Other (e.g., crafts, illustrations)",N/A,K-2; 3-5; 6-8,N/A,N/A ,$0.00,$0.00,,,,no image ,no image ,FALSE,,"not available
Website doesn't work ",FALSE,KD 
43,3/20/2020,ComputerCraftEdu,"This is an add-on for Minecraft. Players automate ""turtles"" to build, dig, etc. for them. Players can learn basic programming concepts as they automate the turtles in a user-friendly written/block programming environment.",http://computercraftedu.com/,,,,,,,Software,Learning Game,"Windows, Mac",K-2; 3-5; 6-8; 9-12,Proprietary Blocks,TeacherGaming LLC,$0.00,$0.00,,,,no image ,no image ,FALSE,,"Outdated, wouldn't recommend

Website doesn't work

Free as a mod for Minecraft if you already own it. You can become a MinecraftEdu user which requires purchasing a license,  which includes multiple copies of the game Minecraft but that's not done through this site.",FALSE,KD 
44,3/20/2020,Construct 3,"Construct's unique block-based approach is a simple and exciting way to start designing games. There's no need to learn the syntax of complicated programming languages. Each block is a list of conditions on the left. When those conditions are met, it performs the actions on the right. Program runs in browser and requires no installation and can be used offline.",https://www.construct.net/en/make-games/games-editor,https://construct-static.com/images/v831/r/global/construct-3-logo_v43.png,construct3.png,,,,,Software,Software/Game Development Kit,"Windows, Mac",6-8; 9-12,"Proprietary Blocks, Javascript",Scirra,$0.00,$100.00,,,,Construct_3-title.png,Construct_3-action.jpeg,TRUE,support@scirra.com,"Free version let's you do somethings but the paid version gives you full access. Personal is $16.49/month or $99/year. Educational pricing let's you purchase ""seats"" which are $40/year each. ",FALSE,KD 
109,3/31/2020,Cork the Volcano Puzzlets,"A package that comes with a bluetooth enabled board that interacts with an app/game that you download for your tablet.  Board pieces include options like ""jump, go right, go left, dive, 2X, etc.  Depending on the sequence you place the game pieces your character in your app does different things.  It helps with thinking through a problem and solving a puzzle.",https://www.digitaldreamlabs.com/puzzlets/,,,,,,,Hardware,Tangible Computing,iOS,3-5; 6-8; 9-12 ,Proprietary Blocks,Digital Dream Labs,$0.00,$97.00,,,,Cork_the_Volcano_Puzzlets-title.jpeg,Cork_the_Volcano_Puzzlets-action.jpeg,TRUE,https://www.youtube.com/watch?v=Z_tp1MPRmT0,App version was last updated in 2017. Doesn't seem like it's supported anymore.,FALSE,KD 
398,2/2/2021,Crocro Adventure,"Mobile game ""Crocro Adventure is a game that teaches kids logic and programming concepts by using a block coding interface to solve fun challenges in this beautiful game. In his adventure, Crocro runs though several islands and needs to solve each puzzle in order to find his missing treats.""",https://play.google.com/store/apps/details?id=com.sec.kidsplat.kidsbcg&hl=en_US&gl=US,,,,,,,Software,Learning Game,"iOS, Android ",3-5; 6-8,Proprietary Blocks,SiDi,$0.00,$2.00,,,,Crocro_Adventure-title.png,Crocro_Adventure-action.jpeg,TRUE,,,FALSE,KD 
45,3/23/2020,Crumble,"Low price and run by its own Scratch-inspired software. ""The Crumble is an easy-to-use programmable controller. It can drive 2 motors forwards and backwards at variable speeds. It has 4 IO (Input/Output) pads which allow connections to switches, LDRs, low power LEDs and so on.""",https://redfernelectronics.co.uk/crumble/,https://redfernelectronics.co.uk/product/crumble-controller/,Crumble.jpg,,,,,Hardware,"Microcontrollers, Microprocessors","Windows, Mac, Linux",K-2; 3-5; 6-8; 9-12,Scratch Derivative,Redfern Electronics Limited,$24.00,$24.00,,,,Crumble-title.jpeg,Crumble-action.jpeg,TRUE,,British Company. Probably ships from England,FALSE,KD 
48,3/23/2020,CS Unplugged,"A series of free lessons meant to teach fundamentals of computer science through hands-on activities (e.g., puzzles, cards, string).  The book was originally written in the late 1990s and has enjoyed recent popularity and updating due to the resurgent interest in computing.  Lessons go far beyond the normal ""how to program a person"" and ""what is a variable"" activities and instead explore common challenges of computer science, such as how to create an efficient sorting algorithm, the travelling salesman problem, how binary works, information theory, and more.",http://csunplugged.org/,,,,,,,Unplugged,General Environment,"Windows, Mac, Linux",K-2; 3-5;6-8:9-12,N/A,University of Canterbury,$0.00,$0.00,,,,CS_Unplugged-title.jpeg,CS_Unplugged-action.jpeg,TRUE,,,FALSE,KD 
216,3/19/2020,Cubelet,"Cubelets are the only toy that uses Tactile Coding to help builders of nearly any age explore robotics, coding, and more. Uniquely designed, they are little bundles of software inside little bundles of hardware. As you build a robot, you learn to build a program",https://modrobotics.com/,https://www.genesis-technologies.com/cubelets-robot-blocks-creative-constructors-pack.html,Cubelet.jpg,,,,,Hardware,Robotics,On-board Interface,Pre-K; K-2; 3-5; 6-8; 9-12,Proprietary Blocks,Modular Robotics,$139.00,$499.00,$1440 (basic pack for 6 student groups) $2190 (deluxe pack for 6 student groups),https://www.amazon.com/Modular-Robotics-Cubelets-Discovery-Set/dp/B07FX3ND98/ref=sr_1_4?dchild=1&keywords=cubelet+blocks&qid=1588797065&sr=8-4,,Cublete-title.jpeg,Cubelet-action.jpg,TRUE,,Low price is for basic one student group kit. $249 for a deluxe one student group kit. High price is for ultra deluxe student group kit. Individual blocks available for purchase as well as adapter that can include Lego bricks. Free curriculum available,FALSE,KD
335,9/23/2020,Cubetto,"Cubetto is the friendly wooden robot that will teach your child the basics of computer programming through adventure and hands on play. Montessori approved, LOGO Turtle inspired.",https://www.primotoys.com/cubetto/,https://www.primotoys.com/wp-content/uploads/2016/04/social-poster.jpg,cubetto.jpg,,,,,Hardware,Robotics,On-board Interface,Pre-K; K-2; 3-5; 6-8; 9-13,N/A,Primo Toys,$225.00,$225.00,,https://www.amazon.com/Primo-Toys-Cubetto-Playset-Coding/dp/B01N02G5ET/ref=sr_1_1?dchild=1&keywords=cubetto&qid=1600884375&sr=8-1,,Cubetto-title.jpeg,cubetto-action.jpg,TRUE,,,FALSE,KD 
208,3/18/2020,Cubroid,Programmable blocks with Lego-like connectors (works with legos) that users can put together in various different configurations.  They code the blocks on a mobile app (via Blockly) or desktop machine (via Scratch) and communicate with the blocks through Bluetooth technology.,https://www.cubroid.com/,https://www.cubroid.com/,Cubroid.png,,,,,Hardware,Robotics,"iOS, Android",Pre-K; K-2; 3-5;,"Scratch, Blockly, Python",Cubroid,$199.00,$450.00,,,,Cubroid-title.jpeg,Cubroid-action.png,TRUE,,,FALSE,KD 
,,Cyber:Bot,The cyber:bot merges a BBC micro:bit with the Parallax small robot form factor that’s a proven STEM success in classrooms. Building a cyber:bot requires a few hours and some attention to detail using included tools.,https://www.parallax.com/cyberbot/,,,,,,,Hardware,Robotics,"Windows, Mac, iOS, Android, Chrome",3-5; 6-8; 9-12,"Blockly, Python",Parallax,$230.00,$280.00,,,,Cyber-bot-title.jpeg,Cyber-bot-action.jpeg,TRUE,,,FALSE,KD
49,3/23/2020,Daisy the Dinosaur,"Learn the basics of computer programming with Daisy the Dinosaur! This free, fun app has an easy drag and drop interface that kids of all ages can use to animate Daisy to dance across the screen. Kids will intuitively grasp the basics of objects, sequencing, loops and events by solving this app's challenges. After playing Daisy, kids can choose to download a kit to program their own computer game.",https://itunes.apple.com/us/app/daisy-the-dinosaur/id490514278?mt=8,,,,,,,Software,Learning Game,iOS,K-2; 3-5,Proprietary Blocks,Hopscotch Technologies,$0.00,$0.00,,,,Daisy_the_Dinosaur-title.jpeg,Daisy_the_Dinosaur-action.png,TRUE,,"Hasn't been updated since 2016, probably not supported",FALSE,KD
50,3/23/2020,Dash and Cue,"Dash is a real robot, charged and ready to play out of the box. Responding to voice, navigating objects, dancing, and singing, Dash is the robot you always dreamed of having. Use Wonder, Blockly, and other apps to create new behaviors for Dash — doing more with robotics than ever possible. No books or camps needed!",https://www.makewonder.com/,https://dronerush.com/toy-robots-ground-drones-11099/wonder-workshops-dash-and-cue-toy-robots/,Dash_and_Cue.jpg,,,,,Hardware,Robotics,"iOS, Android",K-2; 3-5; 6-8; 9-12 ,Blockly,Wonder Workshop,$150.00,$200.00,"$1,572.00",https://www.amazon.com/Wonder-Workshop-Dash-Activated-Programming/dp/B00SKURVKY/ref=sr_1_3?dchild=1&keywords=dash+wonder+workshop&qid=1588631819&sr=8-3,,Dash_and_Cue-title.jpeg,Dash_and_Cue-action.jpg,TRUE,,"Dash is the robot for ages 6+ and Cue is the robot for ages 10+. Low price is for Dash, high price is for Cue. Classroom kit price is for 6 Dashes  and lots of accessories.",FALSE,KD 
416,6/10/2021,Disney Codeillusion,"Disney Codeillusion is an immersive, educational coding experience to make the difficult concepts of computer programming more engaging, fun, and accessible for all students. Students practice concrete coding skills in game development, web design, and media art. The lessons focus on four primary coding languages: HTML, CSS, JavaScript, and Processing. It can be used by kids and adults. ",https://codeillusion.io/,,,,,,,Software,Learning Game,"Windows, Mac",3-5; 6-8; 9-12,"HTML, CSS, Javascript, Processing",Disney,$500.00,$900.00,,,,Disney_Codeillusion-title.png,Disney_Codeillusion-action.jpeg,TRUE,,Free Trial,FALSE,KD
390,11/25/2020,Doctor Who HiFive Inventor Coding Kit,The kit is designed to introduce kids to code for the Internet of Things (IoT). It features an IoT-enabled hand-shaped device that the kids will learn to program for various tasks.,https://www.hifiveinventor.com/,,,,,,,Hardware,"Microcontrollers, Microprocessors","Windows, Mac",3-5; 6-8; 9-12 ,"Proprietary Blocks, Python",BBC & Tynker,$75.00,$75.00,,,,Doctor_ Who_ HiFive_ Inventor_ Coding_ Kit-title.png,Doctor Who HiFive Inventor Coding Kit,FALSE,,can't purchase ,FALSE,KD
275,4/24/2020,Dot Robot,"Dot Creativity Kit (ages 6+) – designed for adventure, fun and learning at an affordable price, the kit combines Do-it-Yourself projects with a quirky green robot and 100s of self-guided coding challenges.",https://www.robots.education/store/p118/Dot-Creativity-Kit-In-Education.html,https://neurosciencenews.com/shop/robotics-3/wonder-workshop-dash-dot-robot-wonder-pack/,Dot_Robot.jpg,,,,,Hardware,Robotics,"iOS, Android",K-2; 3-5 ,Blockly,Wonder Workshop,$80.00,$80.00,,,,Dot_Robot-title.png,Dot_Robot-title.png,TRUE,,,FALSE,KD 
412,4/2/2021,Dr. Wagon,"Dr. Wagon introduced ideas such as stretchable command blocks, which could fit subprocedures. It also innovated in bringing a very child-friendly, organic, wood-based design.

",https://dl.acm.org/doi/10.1145/2485760.2485865,,,,,,,Hardware,Tangible Computing,N/A,3-5; 6-8,N/A,N/A ,N/A,N/A ,,,,Dr_Wagon-title.png,Dr_Wagon-action.png,FALSE,,NOTE: never available for purchase,FALSE,KD 
380,,DrRacket,"An IDE tool for learning the functional language, Scheme (a lisp-based language), Dr. Racket provides learners with comprehensible feedback using a Read-Evaluate-Print-Loop paradigm. ",https://racket-lang.org/,,,,,,,Software,Software/Game Development Kit,"Windows, Mac, Linux",9-12,Scheme,PLT Inc,$0.00,$0.00,,,,DrRacket-title.png,DrRacket-action.png,TRUE,,,FALSE,KD 
53,3/23/2020,EarSketch,Browser based application to write music with programming. Instructions are given so that beginners can use this tool.,https://earsketch.gatech.edu/landing/#/,,,,,,,Software,General Environment,"Windows, Mac, Chrome, iOS",6-8; 9-12,"Python, JavaScript",Georgia Institute of Technology,$0.00,$0.00,,,,EarSketch-title.png,EarSketch-action.png,TRUE,,Created by Georgia Tech.,FALSE,KD
214,3/18/2020,Edison Robot,"Edison is a small, 2-wheeled robot that can be programmed using a desktop device. It has lego connectors so that it can be extended to performa a variety of tasks.",https://meetedison.com/robot-programming-software/,https://www.robot-advance.com/EN/art-edison-v2-0-robot-1795.htm,Edison_Robot.jpg,,,,,Hardware,Robotics,"Windows, Mac, Chrome",Pre-K; K-2; 3-5; 6-8;,"Barcodes, Proprietary Blocks, Scratch, Python",Contempo Views,$49.00,$49.00,$369 (10 pack); $999 (30 pack),https://www.amazon.com/Contempo-Views-Edison-Robot-2-0/dp/B01HSFMK6G/ref=sr_1_2?dchild=1&keywords=edison+robot&qid=1588796767&sr=8-2,,Edison_Robot-title.jpg,Edison_Robot-action.jpeg,TRUE,,,FALSE,KD 
369,9/18/2020,Electro Explorers Club,"A monthly subscription box providing electronic kits for kids aged 4-6 years, straight to your door as well as access to an exciting new online world! With a focus on story-led learning, guided by the shape shifting explorer Smorph, your child will learn key tech skills through creativity and play.  3.99/first month",https://make.techwillsaveus.com/electro-explorers-club,,,,,,,Hardware,Robotics,"Windows, Mac, Chrome, iOS",Pre-K; K-2 ,N/A,Tech Will Save Us,$0.00,$3.99,,,,Electro_Explorers_Club-title.jpeg,Electro_Explorers_Club-action.jpeg,TRUE,,"Starts October 1, 2020",FALSE,KD 
,,Elegoo Penguin Bot,Arduino-based Robotics Kit for building a person-like creature with a head and 2 feet.,https://www.elegoo.com/products/elegoo-penguin-bot,,,,,,,Hardware,Robotics,"Windows, Mac, Linux",3-5; 6-8; 9-12,C++,Elegoo,$40.00,$40.00,,,,Elegoo_Penguin_Bot-title.jpeg,Elegoo_Penguin_Bot-action.jpeg,TRUE,,,FALSE,KD 
223,4/6/2020,"Elenco Teach Tech ""Mech-5""","Mech-5 is a one-of-a-kind Mechanical Coding Robot. This mission-based, entry level robot is designed to inspire young engineers to learn about mechanical engineering principles and coding basics. This stem robot can throw, lift, kick, draw, and more, All by snapping the Coding buttons onto the Coding wheel.",https://www.elenco.com/mech-5/,https://www.elenco.com/product/mech-5/,"Elenco_Teach_Tech_ ""Mech-5"".jpg",,,,,Hardware,Robotics,On-board Interface,3-5; 6-8; 9-12,N/A,Elenco,$35.00,$44.00,,https://www.amazon.com/Elenco-Mech-5-Programmable-Mechanical-Educational/dp/B07NVD43MD/ref=sr_1_2?dchild=1&keywords=elenco+teach+tech&qid=1588797179&sr=8-2,,Elenco_Teach_Tech_Mech-5-title.jpg,Elenco_Teach_Tech _Mech-5-action.jpg,TRUE,,,FALSE,KD 
346,9/30/2020,Encode: Learn to Code,"Knowin: Learn Coding is a free app that includes lessons in JavaScript (including basic coding structure/logic), Swift, Python, and Bash. It covers concept like variable, conditionals, loops, Booleans, functions, and arrays. It also discusses working in the command line. ",https://apps.apple.com/us/app/id1198851756?ign-mpt=uo%3D4,https://knowin.app/img/app-icon-transparent.png,Knowin.png,,,,,Software,Software/Game development kit,iOS,9-12,"javascript, Python, Swift, Java, HTML, R, SQL",Upskew Pty. Ltd.,$0.00,$0.00,,,,Encode_Learn_to_Code-title.png,Encode_Learn_to_Code-action.jpeg,TRUE,,"Paid subscription to unlock additional content, in app purchases",FALSE,KD 
54,3/23/2020,Etoys and Squeakland,Users can draw sprites and then program them with block coding. (NOTE: Flash-based interface),http://www.squeakland.org/about/,,,,,,,Software,General Environment,"Windows, Mac",K-2; 3-5; 6-8,Proprietary Blocks,N/A ,$0.00,$0.00,,,,Etoys_and_Squeakland-title.png,Etoys_and_Squeakland-action.png,TRUE,,Website looks very dated/simple. Probably better options out there.,FALSE,KD 
250,4/10/2020,Fable Robot,"Fable is a modular construction system. Students can create their own robot in minutes. Students can assemble modules together in many different configurations. Build custom robot bodies, use the inbuilt sensors and program the robot’s movement. Depending on experience level, students can program using visual blocks (Blockly) or a programming language (Python). After one lesson with Fable students can work toward solving real-world problems",https://www.shaperobotics.com/,https://www.shaperobotics.com/the-fable-system/,Fable_Robot.jpg,,,,,Hardware,Robotics,"Windows, Mac",3-5; 6-8; 9-12,"Blockly, Python",Shape Robotics,"1,150.00 (starter kit)","8,000.00",Teachers can use for 30 day free trial & either buy or send back at the end,,,Fable_Robot-title.jpeg,Fable_Robot-action.jpg,TRUE,,,FALSE,KD 
367,11/11/2020,Finch Robot 2.0,The Finch is a robot that brings computer science to life by providing students from kindergarten to college a hands-on representation of their code. Uses a MicroBit as its processor,https://www.birdbraintechnologies.com/finch/,https://cdn.shopify.com/s/files/1/0023/5939/4351/products/top_right_transparent_closecrop_110x110@2x.png?v=1598544887,finch2.png,,,,,Hardware,Robotics,"Windows, Mac, iOS, Android",K-2; 3-5; 6-8; 9-12 ,"Java, Python, Snap!, MakeCode, FinchBlox, BirdBlox",BirdBrain Technologies,$119.00,$139.00,,,,finch2-title.png,finch2-action.png,TRUE,,"Cost low is Finch without a MicroBit, Cost high is Finch with MicroBit included",FALSE,KD 
56,3/23/2020,Flowol,"Flowol 4 allows students of all ages to develop logical reasoning and problem solving talents, develop programming skills and explore the world of automatic, autonomous systems and robots.  Programming visually with a flowchart allows the student to focus on the logic of their solution rather than the syntax of a written program. Flowol supports many programming elements: Sequences of instructions, Branching using decisions, Loops, Variables, Sub-procedures (parameters optional), Multiple parallel threads",http://www.flowol.com/Flowol4.aspx,,,,,,,Software,General Environment,"Windows, Mac",K-2; 3-5; 6-8; 9-12 ,Proprietary Blocks,Robert Mesh,$39.00,$499.00,$295.00,,,Flowol-title.jpeg,Flowol-action.jpeg,TRUE,,"Website and program look dated. Website copyright goes to 2018. Kit price is for 20 machines

39.00 for single user
499.00 for school site licensed ",FALSE,KD 
58,3/23/2020,Gameblox,"Gameblox is a game editor that uses a blocks based programming language to allow anyone to make games. It's free and no downloads are required. You can make games online that you can play both on this site and on your mobile device. It's being developed at the MIT STEP Lab and is used in afterschool clubs and by edX courses, including Introduction to Game Design.",https://gameblox.org/,,,,,,,Software,Software/Game Development Kit,"Windows, Mac",K-2; 3-5; 6-8,Blockly,MIT Scheller Teacher Education Program,$0.00,$0.00,,,,Gameblox-title.png,Gameblox-action.png,TRUE,,Looks dated. Website copyright shows 2014. Probably more recent/better stuff out there.,FALSE,KD 
59,3/23/2020,Gamefroot,"Gamefroot is a website offering a block-based coding platform for game creation and design. Detailed tutorials guide kids through essential stages of game creation while supporting students' developing understanding of coding essentials (e.g., loops, events, variables). ",http://gamefroot.com/,https://storage.googleapis.com/static.gamefroot.com/images/open%20graph%20image%20gamefroot.jpg,gamefroot.jpg,,,,,Software,Software/Game Development Kit,"Windows, Mac",6-8; 9-12,Blockly,Gamefroot,$0.00,$0.00,,,,gamefroot-title.jpg,gamefroot-action.jpg,TRUE,,,FALSE,KD 
60,3/23/2020,Gamemaker Studio 2,A downloadable program that allows you to use drag and drop features (or typed code) to make 2d games. It is a very powerful tool with many tutorials.,http://www.yoyogames.com/,https://coal.yoyogames.com/brand/GMS2_PrimaryLogo/Primary1/GMS2_Primary_DblLine_BlackTransparent.png,gamemaker_studio2.png,,,,,Software,Software/Game Development Kit,Windows,6-8; 9-12,C,YoYo Games Ltd,$0.00,"$1,500.00",$30 per seat per year for Educator license. $50 per seat per year for Achiever license,,,gamemaker_studio2-title.png,gamemaker_studio2-action.jpeg,TRUE,,"Games can be exported to nearly any platform (web, desktop, mobile, video game console). For educators two different licenses can be purchased: ""Educator"" (students can export their games for desktops) and ""Acheiver"" (students can export their games for desktop, web, and mobile). High cost price is for a single user for a year with ability to export to any platform.",FALSE,KD 
